nume,pagina poetului,titlul poeziei,pagina poeziei
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Melodie tristă ~ din volumul: Cortegiul amintirilor (1942),https://poetii-nostri.ro/alexandru-t.-stamatiad-melodie-trista-poezie-id-47297/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Mi-e sufletul o creangă,https://poetii-nostri.ro/alexandru-t.-stamatiad-mi-e-sufletul-o-creanga-poezie-id-47306/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Pe etajera roză, pe etajera neagră,https://poetii-nostri.ro/alexandru-t.-stamatiad-pe-etajera-roza-pe-etajera-neagra-poezie-id-47307/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Pe etajera roză, pe etajera neagră ~ din volumul: Din trâmbițe de aur (1910),https://poetii-nostri.ro/alexandru-t.-stamatiad-pe-etajera-roza-pe-etajera-neagra-poezie-id-47298/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Simfonia toamnei (fragmente) ~ din volumul: Cortegiul amintirilor (1942),https://poetii-nostri.ro/alexandru-t.-stamatiad-simfonia-toamnei-fragmente-poezie-id-47299/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Simfonie în roz,https://poetii-nostri.ro/alexandru-t.-stamatiad-simfonie-in-roz-poezie-id-47309/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Singurătatea,https://poetii-nostri.ro/alexandru-t.-stamatiad-singuratatea-poezie-id-47310/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Spleen ~ din volumul: Cortegiul amintirilor (1942),https://poetii-nostri.ro/alexandru-t.-stamatiad-spleen-poezie-id-47300/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Spre alte țări,https://poetii-nostri.ro/alexandru-t.-stamatiad-spre-alte-tari-poezie-id-47311/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Toamnă ~ din volumul: revista literară, artistică și culturală „Sburătorul Literar”, director Eugen Lovinescu, anul I, nr. 43, București, 20 octombrie 1922,https://poetii-nostri.ro/alexandru-t.-stamatiad-toamna-poezie-id-47295/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Urmează-ți zborul, te avântă,https://poetii-nostri.ro/alexandru-t.-stamatiad-urmeaza-ti-zborul-te-avanta-poezie-id-47313/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Visuri bolnave,https://poetii-nostri.ro/alexandru-t.-stamatiad-visuri-bolnave-poezie-id-47314/nume,pagina poetului,titlul poeziei,pagina poeziei
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,1907,https://poetii-nostri.ro/alexandru-vlahuta-1907-poezie-id-14214/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,A mele visuri ...,https://poetii-nostri.ro/alexandru-vlahuta-a-mele-visuri--poezie-id-6273/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Acrostih,https://poetii-nostri.ro/alexandru-vlahuta-acrostih-poezie-id-32653/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Ah! Cântă-mi mereu,https://poetii-nostri.ro/alexandru-vlahuta-ah-canta-mi-mereu-poezie-id-47767/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Ananghie,https://poetii-nostri.ro/alexandru-vlahuta-ananghie-poezie-id-6385/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Când n-am ce scrie,https://poetii-nostri.ro/alexandru-vlahuta-cand-n-am-ce-scrie-poezie-id-47764/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Cârmacii,https://poetii-nostri.ro/alexandru-vlahuta-carmacii-poezie-id-32656/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Cât ne iubeam, şi cum credeam odată,https://poetii-nostri.ro/alexandru-vlahuta-cat-ne-iubeam-si-cum-credeam-odata-poezie-id-6278/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Ce dor...,https://poetii-nostri.ro/alexandru-vlahuta-ce-dor-poezie-id-32658/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Ce fericiţi am fi-mpreună!,https://poetii-nostri.ro/alexandru-vlahuta-ce-fericiti-am-fi-mpreuna-poezie-id-6276/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Ce te uiți cu ochii galeși?... ~ din volumul: Iubire,https://poetii-nostri.ro/alexandru-vlahuta-ce-te-uiti-cu-ochii-galesi-poezie-id-24303/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Christos a înviat,https://poetii-nostri.ro/alexandru-vlahuta-christos-a-inviat-poezie-id-47766/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Cu-a ta mână ~ din volumul: (Convorbiri literare, an XIV, nr. 5, 1 august 1880),https://poetii-nostri.ro/alexandru-vlahuta-cu-a-ta-mana-poezie-id-47765/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Cum curge vremea,https://poetii-nostri.ro/alexandru-vlahuta-cum-curge-vremea-poezie-id-6275/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Cuvântul,https://poetii-nostri.ro/alexandru-vlahuta-cuvantul-poezie-id-8585/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,D-şoarei G.,https://poetii-nostri.ro/alexandru-vlahuta-d-soarei-g-poezie-id-32664/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Delendum,https://poetii-nostri.ro/alexandru-vlahuta-delendum-poezie-id-32657/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Din prag,https://poetii-nostri.ro/alexandru-vlahuta-din-prag-poezie-id-32666/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Din trecut,https://poetii-nostri.ro/alexandru-vlahuta-din-trecut-poezie-id-32663/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Do ut des ~ din volumul: (Vieaţa, an I, nr. 33, 25 septembrie 1894),https://poetii-nostri.ro/alexandru-vlahuta-do-ut-des-poezie-id-47763/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Dor de ducă,https://poetii-nostri.ro/alexandru-vlahuta-dor-de-duca-poezie-id-32662/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Dormi în pace,https://poetii-nostri.ro/alexandru-vlahuta-dormi-in-pace-poezie-id-47762/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Dorul,https://poetii-nostri.ro/alexandru-vlahuta-dorul-poezie-id-32651/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Dorul craiului Zaraf ~ din volumul: Epoca, an I, nr. 238, 10 septembrie 1886,https://poetii-nostri.ro/alexandru-vlahuta-dorul-craiului-zaraf-poezie-id-32670/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Dreptate,https://poetii-nostri.ro/alexandru-vlahuta-dreptate-poezie-id-24307/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Eternul cântec,https://poetii-nostri.ro/alexandru-vlahuta-eternul-cantec-poezie-id-24305/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Fustă scurtă, ghete albe, buze roșii,https://poetii-nostri.ro/alexandru-vlahuta-fusta-scurta-ghete-albe-buze-rosii-poezie-id-10498/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Homo homini lupus,https://poetii-nostri.ro/alexandru-vlahuta-homo-homini-lupus-poezie-id-6277/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Icoane șterse,https://poetii-nostri.ro/alexandru-vlahuta-icoane-sterse-poezie-id-47747/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Ieri,azi,mâini,https://poetii-nostri.ro/alexandru-vlahuta-ieriazimaini-poezie-id-6271/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,În amurg…,https://poetii-nostri.ro/alexandru-vlahuta-in-amurg%E2%80%A6-poezie-id-47749/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,În pădure,https://poetii-nostri.ro/alexandru-vlahuta-in-padure-poezie-id-32660/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,În zile grele,https://poetii-nostri.ro/alexandru-vlahuta-in-zile-grele-poezie-id-47748/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Iubire,https://poetii-nostri.ro/alexandru-vlahuta-iubire-poezie-id-47761/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Iulia Hasdeu (Vlahuţă),https://poetii-nostri.ro/alexandru-vlahuta-iulia-hasdeu-vlahuta-poezie-id-47760/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,La icoană,https://poetii-nostri.ro/alexandru-vlahuta-la-icoana-poezie-id-15332/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,La statua lui Ioan Eliade Rădulescu ~ din volumul: Armonia, an I, nr. 21, 22 noiembrie 1881,https://poetii-nostri.ro/alexandru-vlahuta-la-statua-lui-ioan-eliade-radulescu-poezie-id-32668/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,La vatra rece ~ din volumul: Binele public, an. VI, nr. 52, 3-4 februarie 1884,https://poetii-nostri.ro/alexandru-vlahuta-la-vatra-rece-poezie-id-47736/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Lăsaţi-mă singurătăţii mele,https://poetii-nostri.ro/alexandru-vlahuta-lasati-ma-singuratatii-mele-poezie-id-47745/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Linişte,https://poetii-nostri.ro/alexandru-vlahuta-liniste-poezie-id-32654/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Lui Eminescu,https://poetii-nostri.ro/alexandru-vlahuta-lui-eminescu-poezie-id-15333/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Luna şi noaptea,https://poetii-nostri.ro/alexandru-vlahuta-luna-si-noaptea-poezie-id-15897/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,M-am regăsit. Ce dor mi-era de mine,https://poetii-nostri.ro/alexandru-vlahuta-m-am-regasit-ce-dor-mi-era-de-mine-poezie-id-10039/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Mă visasem într-un nor,https://poetii-nostri.ro/alexandru-vlahuta-ma-visasem-intr-un-nor-poezie-id-47759/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Mamei,https://poetii-nostri.ro/alexandru-vlahuta-mamei-poezie-id-14564/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Melancolie,https://poetii-nostri.ro/alexandru-vlahuta-melancolie-poezie-id-32665/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Nehotărâre,https://poetii-nostri.ro/alexandru-vlahuta-nehotarare-poezie-id-6280/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Nunquam ridenti,https://poetii-nostri.ro/alexandru-vlahuta-nunquam-ridenti-poezie-id-47758/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Ochi strălucitori,https://poetii-nostri.ro/alexandru-vlahuta-ochi-stralucitori-poezie-id-15666/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Omul,https://poetii-nostri.ro/alexandru-vlahuta-omul-poezie-id-15898/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Păcatul,https://poetii-nostri.ro/alexandru-vlahuta-pacatul-poezie-id-6270/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Partea cea mai bună ...,https://poetii-nostri.ro/alexandru-vlahuta-partea-cea-mai-buna--poezie-id-6282/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Pe albumul d-rei…,https://poetii-nostri.ro/alexandru-vlahuta-pe-albumul-d-rei%E2%80%A6-poezie-id-47757/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Pe deal,https://poetii-nostri.ro/alexandru-vlahuta-pe-deal-poezie-id-15331/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Pentru ochii tăi răpit-ai,https://poetii-nostri.ro/alexandru-vlahuta-pentru-ochii-tai-rapit-ai-poezie-id-10499/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Prima lecție,https://poetii-nostri.ro/alexandru-vlahuta-prima-lectie-poezie-id-24304/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Profiluri,https://poetii-nostri.ro/alexandru-vlahuta-profiluri-poezie-id-32661/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Răspuns la o cronică rimată ~ din volumul: România liberă, an. VIII, 5 august 1884,https://poetii-nostri.ro/alexandru-vlahuta-raspuns-la-o-cronica-rimata-poezie-id-47737/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Să plec?,https://poetii-nostri.ro/alexandru-vlahuta-sa-plec-poezie-id-32659/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sămănătorul ~ din volumul: Sămănătorul, an. I, nr. 1, 2 decembrie 1901,https://poetii-nostri.ro/alexandru-vlahuta-samanatorul-poezie-id-47739/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Scrisoare cătră un bătrân ~ din volumul: Armonia, an. I, nr. 42, 2 mai 1882,https://poetii-nostri.ro/alexandru-vlahuta-scrisoare-catra-un-batran-poezie-id-32669/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Scrisoare către fiica sa, Margareta [proza],https://poetii-nostri.ro/alexandru-vlahuta-scrisoare-catre-fiica-sa-margareta-proza-id-791/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sfântă muncă,https://poetii-nostri.ro/alexandru-vlahuta-sfanta-munca-poezie-id-47756/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Şi mă-ntrebi...,https://poetii-nostri.ro/alexandru-vlahuta-si-ma-ntrebi-poezie-id-15334/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Slăvit e versul,https://poetii-nostri.ro/alexandru-vlahuta-slavit-e-versul-poezie-id-24312/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sonet,https://poetii-nostri.ro/alexandru-vlahuta-sonet-poezie-id-32672/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sonet (Cât ne iubeam, şi cum credeam odată),https://poetii-nostri.ro/alexandru-vlahuta-sonet-cat-ne-iubeam-si-cum-credeam-odata-poezie-id-47755/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sonet (Câţi ochi frumoşi şi visători, poete),https://poetii-nostri.ro/alexandru-vlahuta-sonet-cati-ochi-frumosi-si-visatori-poete-poezie-id-47754/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sonet (Din tot ce ne-a fost drag mai înainte),https://poetii-nostri.ro/alexandru-vlahuta-sonet-din-tot-ce-ne-a-fost-drag-mai-inainte-poezie-id-47753/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sonet (Vrăjit, tot şesul clocoteşte-n soare),https://poetii-nostri.ro/alexandru-vlahuta-sonet-vrajit-tot-sesul-clocoteste-n-soare-poezie-id-47740/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sonet I,https://poetii-nostri.ro/alexandru-vlahuta-sonet-i-poezie-id-6272/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sonet II,https://poetii-nostri.ro/alexandru-vlahuta-sonet-ii-poezie-id-6274/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sonet III,https://poetii-nostri.ro/alexandru-vlahuta-sonet-iii-poezie-id-6279/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sonet IV,https://poetii-nostri.ro/alexandru-vlahuta-sonet-iv-poezie-id-6281/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Sub legea tunului ~ din volumul: Drum drept, an. XII, nr. 3, 15 aprilie 1917,https://poetii-nostri.ro/alexandru-vlahuta-sub-legea-tunului-poezie-id-47741/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Tactică,https://poetii-nostri.ro/alexandru-vlahuta-tactica-poezie-id-47752/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Țară de pripas ~ din volumul: Epoca, an. I, nr. 259, 4-16 octombrie 1886,https://poetii-nostri.ro/alexandru-vlahuta-tara-de-pripas-poezie-id-47742/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Țara. Poporul - fragment [proza],https://poetii-nostri.ro/alexandru-vlahuta-tara-poporul---fragment-proza-id-410/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Tot alte vremi…,https://poetii-nostri.ro/alexandru-vlahuta-tot-alte-vremi%E2%80%A6-poezie-id-47751/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Treci zi, treci noapte... ~ din volumul: Sămănătorul, an I, vol. II, nr. 33, 10 noiembrie 1902,https://poetii-nostri.ro/alexandru-vlahuta-treci-zi-treci-noapte-poezie-id-32671/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Triumful aşteptării,https://poetii-nostri.ro/alexandru-vlahuta-triumful-asteptarii-poezie-id-47746/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Tu ești poet,https://poetii-nostri.ro/alexandru-vlahuta-tu-esti-poet-poezie-id-24306/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Un suflet larg să mă-nțeleagă ...,https://poetii-nostri.ro/alexandru-vlahuta-un-suflet-larg-sa-ma-nteleaga--poezie-id-47743/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Unde ni sunt visătorii?,https://poetii-nostri.ro/alexandru-vlahuta-unde-ni-sunt-visatorii-poezie-id-7441/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Valuri,https://poetii-nostri.ro/alexandru-vlahuta-valuri-poezie-id-32652/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Vechilor ateneiști ~ din volumul: Calendarul pentru toți românii pe 1892,https://poetii-nostri.ro/alexandru-vlahuta-vechilor-ateneisti-poezie-id-47744/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Vierme fudul ~ din volumul: Armonia, an I, nr. 1, 24 mai 1881,https://poetii-nostri.ro/alexandru-vlahuta-vierme-fudul-poezie-id-32667/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,Vis de-o clipă,https://poetii-nostri.ro/alexandru-vlahuta-vis-de-o-clipa-poezie-id-20469/
Alexandru Vlahuţă,https://poetii-nostri.ro/alexandru-vlahuta-autor-163/,„Noi vrem pămînt” [proza],https://poetii-nostri.ro/alexandru-vlahuta-%E2%80%9Enoi-vrem-pamint%E2%80%9D-proza-id-1996/nume,pagina poetului,titlul poeziei,pagina poeziei
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Atâtea chipuri,https://poetii-nostri.ro/alexei-mateevici-atatea-chipuri-poezie-id-40384/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Atunci Când Soarele Apune,https://poetii-nostri.ro/alexei-mateevici-atunci-cand-soarele-apune-poezie-id-27123/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Basarabenilor,https://poetii-nostri.ro/alexei-mateevici-basarabenilor-poezie-id-11143/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Cântarea slavei,https://poetii-nostri.ro/alexei-mateevici-cantarea-slavei-poezie-id-5269/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Cântec De Leagăn,https://poetii-nostri.ro/alexei-mateevici-cantec-de-leagan-poezie-id-27126/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Cântecul Clopotului,https://poetii-nostri.ro/alexei-mateevici-cantecul-clopotului-poezie-id-27127/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Cantecul Zorilor,https://poetii-nostri.ro/alexei-mateevici-cantecul-zorilor-poezie-id-27124/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Căutarea lui Dumnezeu,https://poetii-nostri.ro/alexei-mateevici-cautarea-lui-dumnezeu-poezie-id-42336/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Cina Cea De Taină,https://poetii-nostri.ro/alexei-mateevici-cina-cea-de-taina-poezie-id-27125/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Deasupra Târgului Bârlad,https://poetii-nostri.ro/alexei-mateevici-deasupra-targului-barlad-poezie-id-40378/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Dorul,https://poetii-nostri.ro/alexei-mateevici-dorul-poezie-id-42334/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Eu Cant,https://poetii-nostri.ro/alexei-mateevici-eu-cant-poezie-id-27128/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Fecioara din Nazaret,https://poetii-nostri.ro/alexei-mateevici-fecioara-din-nazaret-poezie-id-42330/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Fie voia ta!,https://poetii-nostri.ro/alexei-mateevici-fie-voia-ta-poezie-id-11168/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Fratelui creştin,https://poetii-nostri.ro/alexei-mateevici-fratelui-crestin-poezie-id-42337/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Frunza Nucului,https://poetii-nostri.ro/alexei-mateevici-frunza-nucului-poezie-id-27129/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Hristos A înviat,https://poetii-nostri.ro/alexei-mateevici-hristos-a-inviat-poezie-id-27130/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Hristos după cina cea de taină,https://poetii-nostri.ro/alexei-mateevici-hristos-dupa-cina-cea-de-taina-poezie-id-42338/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Hristos în biserica Ierusalimului,https://poetii-nostri.ro/alexei-mateevici-hristos-in-biserica-ierusalimului-poezie-id-42340/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Hristos pruncul,https://poetii-nostri.ro/alexei-mateevici-hristos-pruncul-poezie-id-42339/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,În Betleem,https://poetii-nostri.ro/alexei-mateevici-in-betleem-poezie-id-42341/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,În dimineaţa duminicii,https://poetii-nostri.ro/alexei-mateevici-in-dimineata-duminicii-poezie-id-42342/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,În zarea anilor,https://poetii-nostri.ro/alexei-mateevici-in-zarea-anilor-poezie-id-40382/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Îngerul şi mironosiţele,https://poetii-nostri.ro/alexei-mateevici-ingerul-si-mironositele-poezie-id-42344/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Intrarea Domnului Iisus Hristos în Ierusalim,https://poetii-nostri.ro/alexei-mateevici-intrarea-domnului-iisus-hristos-in-ierusalim-poezie-id-27132/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Iuda,https://poetii-nostri.ro/alexei-mateevici-iuda-poezie-id-42331/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,La noul-Neamţ,https://poetii-nostri.ro/alexei-mateevici-la-noul-neamt-poezie-id-42343/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Limba Noastră,https://poetii-nostri.ro/alexei-mateevici-limba-noastra-poezie-id-5268/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Lumina Cea De Seară,https://poetii-nostri.ro/alexei-mateevici-lumina-cea-de-seara-poezie-id-27133/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Mama,https://poetii-nostri.ro/alexei-mateevici-mama-poezie-id-5270/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Mangaiere,https://poetii-nostri.ro/alexei-mateevici-mangaiere-poezie-id-27136/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Muncitorul,https://poetii-nostri.ro/alexei-mateevici-muncitorul-poezie-id-42345/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Păcătoasa,https://poetii-nostri.ro/alexei-mateevici-pacatoasa-poezie-id-40383/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Pietre vechi,https://poetii-nostri.ro/alexei-mateevici-pietre-vechi-poezie-id-42335/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Pocainta hotului,https://poetii-nostri.ro/alexei-mateevici-pocainta-hotului-poezie-id-27137/
Alexei Mateevici,https://poetii-nostri.ro/alexei-mateevici-autor-131/,Rugăciune pentru pahar,https://poetii-nostri.ro/alexei-mateevici-rugaciune-pentru-pahar-poezie-id-27139/
