nume,pagina poetului,titlul poeziei,pagina poeziei
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Hinov,https://poetii-nostri.ro/alexandru-macedonski-hinov-poezie-id-32588/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Hora,https://poetii-nostri.ro/alexandru-macedonski-hora-poezie-id-32587/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Imn,https://poetii-nostri.ro/alexandru-macedonski-imn-poezie-id-41609/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,În arcane de pădure ~ din volumul: Excelsior,https://poetii-nostri.ro/alexandru-macedonski-in-arcane-de-padure-poezie-id-49241/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Între frunze,https://poetii-nostri.ro/alexandru-macedonski-intre-frunze-poezie-id-6737/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Leat!,https://poetii-nostri.ro/alexandru-macedonski-leat-poezie-id-32591/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Legenda Siminocului,https://poetii-nostri.ro/alexandru-macedonski-legenda-siminocului-poezie-id-49064/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Lewki,https://poetii-nostri.ro/alexandru-macedonski-lewki-poezie-id-32589/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Libelule ~ din volumul: Excelsior, 1895,https://poetii-nostri.ro/alexandru-macedonski-libelule-poezie-id-49405/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,M-am dus departe,https://poetii-nostri.ro/alexandru-macedonski-m-am-dus-departe-poezie-id-32725/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Mai,https://poetii-nostri.ro/alexandru-macedonski-mai-poezie-id-32584/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Moartea este o minciună,https://poetii-nostri.ro/alexandru-macedonski-moartea-este-o-minciuna-poezie-id-16465/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Moise,https://poetii-nostri.ro/alexandru-macedonski-moise-poezie-id-32594/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Naiada,https://poetii-nostri.ro/alexandru-macedonski-naiada-poezie-id-32599/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Naufragiu,https://poetii-nostri.ro/alexandru-macedonski-naufragiu-poezie-id-11293/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Neron,https://poetii-nostri.ro/alexandru-macedonski-neron-poezie-id-32595/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Nimic, nici chiar speranţa...,https://poetii-nostri.ro/alexandru-macedonski-nimic-nici-chiar-speranta-poezie-id-32726/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Noapte de iulie,https://poetii-nostri.ro/alexandru-macedonski-noapte-de-iulie-poezie-id-6495/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Noaptea de decembrie ~ din volumul: Noptile,https://poetii-nostri.ro/alexandru-macedonski-noaptea-de-decembrie-poezie-id-591/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Noaptea de mai ~ din volumul: Noptile,https://poetii-nostri.ro/alexandru-macedonski-noaptea-de-mai-poezie-id-593/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Noaptea de noiembrie,https://poetii-nostri.ro/alexandru-macedonski-noaptea-de-noiembrie-poezie-id-32796/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Noaptea neagră,https://poetii-nostri.ro/alexandru-macedonski-noaptea-neagra-poezie-id-32793/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Nu! ~ din volumul: Literatorul, III, 9, august 1882,https://poetii-nostri.ro/alexandru-macedonski-nu-poezie-id-32585/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Ocnele,https://poetii-nostri.ro/alexandru-macedonski-ocnele-poezie-id-32598/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Oh! suflet orb ~ din volumul: Flori sacre,https://poetii-nostri.ro/alexandru-macedonski-oh-suflet-orb-poezie-id-22181/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Orașul mic te fură-ncet,https://poetii-nostri.ro/alexandru-macedonski-orasul-mic-te-fura-ncet-poezie-id-11021/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Pădurea,https://poetii-nostri.ro/alexandru-macedonski-padurea-poezie-id-17570/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Palidă umbră,https://poetii-nostri.ro/alexandru-macedonski-palida-umbra-poezie-id-5271/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Poeţii,https://poetii-nostri.ro/alexandru-macedonski-poetii-poezie-id-32600/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Primăvara,https://poetii-nostri.ro/alexandru-macedonski-primavara-poezie-id-38936/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Psalmi moderni II - Ţărână,https://poetii-nostri.ro/alexandru-macedonski-psalmi-moderni-ii---tarana-poezie-id-32674/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Psalmi moderni IX - N-am în ceruri,https://poetii-nostri.ro/alexandru-macedonski-psalmi-moderni-ix---n-am-in-ceruri-poezie-id-10893/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Răspuns la câțiva critici,https://poetii-nostri.ro/alexandru-macedonski-raspuns-la-cativa-critici-poezie-id-16467/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Raze,https://poetii-nostri.ro/alexandru-macedonski-raze-poezie-id-32586/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Reîntoarcerea,https://poetii-nostri.ro/alexandru-macedonski-reintoarcerea-poezie-id-32795/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Romanţa garoafei,https://poetii-nostri.ro/alexandru-macedonski-romanta-garoafei-poezie-id-4036/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul Ioshiwarei,https://poetii-nostri.ro/alexandru-macedonski-rondelul-ioshiwarei-poezie-id-42156/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul ajungerii la cer ~ din volumul: Rondelurile celor patru vânturi,https://poetii-nostri.ro/alexandru-macedonski-rondelul-ajungerii-la-cer-poezie-id-616/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul apei din ograda japonezului ~ din volumul: Poema rondelurilor,https://poetii-nostri.ro/alexandru-macedonski-rondelul-apei-din-ograda-japonezului-poezie-id-17794/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul beat de roze ~ din volumul: Rondelurile rozelor,https://poetii-nostri.ro/alexandru-macedonski-rondelul-beat-de-roze-poezie-id-595/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul cercetasilor ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-cercetasilor-poezie-id-603/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul chinezilor din Paris,https://poetii-nostri.ro/alexandru-macedonski-rondelul-chinezilor-din-paris-poezie-id-49402/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul contimporanilor ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-contimporanilor-poezie-id-607/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul coroanelor nepieritoare ~ din volumul: Rondelurile celor patru vânturi,https://poetii-nostri.ro/alexandru-macedonski-rondelul-coroanelor-nepieritoare-poezie-id-618/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul crinilor ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-crinilor-poezie-id-601/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul ctitorilor ~ din volumul: Rondelurile celor patru vânturi,https://poetii-nostri.ro/alexandru-macedonski-rondelul-ctitorilor-poezie-id-617/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul cupei de Murano ~ din volumul: Rondelurile celor patru vânturi,https://poetii-nostri.ro/alexandru-macedonski-rondelul-cupei-de-murano-poezie-id-609/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul de aur ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-de-aur-poezie-id-599/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul domniţei ~ din volumul: Rondelurile celor patru vânturi,https://poetii-nostri.ro/alexandru-macedonski-rondelul-domnitei-poezie-id-613/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul duminicilor de la Bellevue,https://poetii-nostri.ro/alexandru-macedonski-rondelul-duminicilor-de-la-bellevue-poezie-id-32794/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul duminicilor de la Bellevue,https://poetii-nostri.ro/alexandru-macedonski-rondelul-duminicilor-de-la-bellevue-poezie-id-42158/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul florilor de lună,https://poetii-nostri.ro/alexandru-macedonski-rondelul-florilor-de-luna-poezie-id-32802/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul lucrurilor ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-lucrurilor-poezie-id-597/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul lui Saadi ieşind dintre roze,https://poetii-nostri.ro/alexandru-macedonski-rondelul-lui-saadi-iesind-dintre-roze-poezie-id-32803/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul lunei ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-lunei-poezie-id-600/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul Mării Japoneze ~ din volumul: Poema rondelurilor,https://poetii-nostri.ro/alexandru-macedonski-rondelul-marii-japoneze-poezie-id-21006/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul marilor roze,https://poetii-nostri.ro/alexandru-macedonski-rondelul-marilor-roze-poezie-id-49674/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul meu ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-meu-poezie-id-608/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul morii ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-morii-poezie-id-606/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul muzmeiei,https://poetii-nostri.ro/alexandru-macedonski-rondelul-muzmeiei-poezie-id-42154/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul oglindei ~ din volumul: Rondelurile celor patru vânturi,https://poetii-nostri.ro/alexandru-macedonski-rondelul-oglindei-poezie-id-612/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul oraşului de altădată ~ din volumul: Rondelurile celor patru vânturi,https://poetii-nostri.ro/alexandru-macedonski-rondelul-orasului-de-altadata-poezie-id-614/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul orasului din Indii ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-orasului-din-indii-poezie-id-605/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul orasului mic ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-orasului-mic-poezie-id-598/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul orelor ~ din volumul: Rondelurile celor patru vânturi,https://poetii-nostri.ro/alexandru-macedonski-rondelul-orelor-poezie-id-615/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul Pagodei,https://poetii-nostri.ro/alexandru-macedonski-rondelul-pagodei-poezie-id-42159/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul Parisului iad,https://poetii-nostri.ro/alexandru-macedonski-rondelul-parisului-iad-poezie-id-11042/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul plecarei ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-plecarei-poezie-id-604/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul privighetoarei ~ din volumul: Rondelurile celor patru vânturi,https://poetii-nostri.ro/alexandru-macedonski-rondelul-privighetoarei-poezie-id-610/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul rozelor ce mor ~ din volumul: Rondelurile rozelor,https://poetii-nostri.ro/alexandru-macedonski-rondelul-rozelor-ce-mor-poezie-id-594/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul rozelor de august ~ din volumul: Rondelurile rozelor,https://poetii-nostri.ro/alexandru-macedonski-rondelul-rozelor-de-august-poezie-id-596/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul tiganilor ~ din volumul: Rondelurile pribege,https://poetii-nostri.ro/alexandru-macedonski-rondelul-tiganilor-poezie-id-602/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul trecutului ~ din volumul: Rondelurile celor patru vânturi,https://poetii-nostri.ro/alexandru-macedonski-rondelul-trecutului-poezie-id-611/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Rondelul uriașului,https://poetii-nostri.ro/alexandru-macedonski-rondelul-uriasului-poezie-id-23710/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Sărac și curat,https://poetii-nostri.ro/alexandru-macedonski-sarac-si-curat-poezie-id-48841/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Stepa,https://poetii-nostri.ro/alexandru-macedonski-stepa-poezie-id-32596/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Strigătul inimii,https://poetii-nostri.ro/alexandru-macedonski-strigatul-inimii-poezie-id-32730/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Sub stele,https://poetii-nostri.ro/alexandru-macedonski-sub-stele-poezie-id-6826/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Templul bogăţiei,https://poetii-nostri.ro/alexandru-macedonski-templul-bogatiei-poezie-id-32800/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Ură,https://poetii-nostri.ro/alexandru-macedonski-ura-poezie-id-9427/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Valţul rozelor,https://poetii-nostri.ro/alexandru-macedonski-valtul-rozelor-poezie-id-11240/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Vaporul Morţii,https://poetii-nostri.ro/alexandru-macedonski-vaporul-mortii-poezie-id-6494/
Alexandru Macedonski,https://poetii-nostri.ro/alexandru-macedonski-autor-22/,Vasul,https://poetii-nostri.ro/alexandru-macedonski-vasul-poezie-id-32590/nume,pagina poetului,titlul poeziei,pagina poeziei
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Apus de toamnă ~ din volumul: Aur sterp (1922),https://poetii-nostri.ro/alexandru-philippide-apus-de-toamna-poezie-id-26001/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Astralis,https://poetii-nostri.ro/alexandru-philippide-astralis-poezie-id-25972/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Ausonius ~ din volumul: Monolog în Babilon”, 1967,https://poetii-nostri.ro/alexandru-philippide-ausonius-poezie-id-25973/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Balada vechii spelunci ~ din volumul: Visuri în vuietul vremii (1939),https://poetii-nostri.ro/alexandru-philippide-balada-vechii-spelunci-poezie-id-25962/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Berceuse ~ din volumul: Din toamna primăverilor de ieri, 1922,https://poetii-nostri.ro/alexandru-philippide-berceuse-poezie-id-25963/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Calea lactee ~ din volumul: din Aur sterp (1922),https://poetii-nostri.ro/alexandru-philippide-calea-lactee-poezie-id-25965/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Cântec de amiază ~ din volumul: Visuri în vuietul vremii (1939),https://poetii-nostri.ro/alexandru-philippide-cantec-de-amiaza-poezie-id-25968/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Cântecul câtorva ~ din volumul: poemul de debut,https://poetii-nostri.ro/alexandru-philippide-cantecul-catorva-poezie-id-25969/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Cântecul nimănui ~ din volumul: Aur sterp (1922),https://poetii-nostri.ro/alexandru-philippide-cantecul-nimanui-poezie-id-25966/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Căutătorul ~ din volumul: „Monolog în Babilon”, 1967,https://poetii-nostri.ro/alexandru-philippide-cautatorul-poezie-id-25989/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Ceasul greu ~ din volumul: Stânci fulgerate (1930),https://poetii-nostri.ro/alexandru-philippide-ceasul-greu-poezie-id-25967/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Clopotele ~ din volumul: Aur sterp (1922),https://poetii-nostri.ro/alexandru-philippide-clopotele-poezie-id-25970/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Crinul ~ din volumul: Aur sterp (1922),https://poetii-nostri.ro/alexandru-philippide-crinul-poezie-id-25971/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Desen murdar ~ din volumul: Aur sterp (1922),https://poetii-nostri.ro/alexandru-philippide-desen-murdar-poezie-id-26004/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Din munţi înalţi ~ din volumul: „Vis şi căutare”, 1979,https://poetii-nostri.ro/alexandru-philippide-din-munti-inalti-poezie-id-25990/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Fluturi in zadar,https://poetii-nostri.ro/alexandru-philippide-fluturi-in-zadar-poezie-id-32131/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Fosile-n roca timpului ~ din volumul: Monolog în Babilon (1967),https://poetii-nostri.ro/alexandru-philippide-fosile-n-roca-timpului-poezie-id-25975/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Frontispiciu ~ din volumul: Stânci fulgerate (1930),https://poetii-nostri.ro/alexandru-philippide-frontispiciu-poezie-id-25976/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Glasuri ~ din volumul: Monolog în Babilon”, 1967,https://poetii-nostri.ro/alexandru-philippide-glasuri-poezie-id-25977/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,În nemiloasa devenire ~ din volumul: „Vis şi căutare”, 1979,https://poetii-nostri.ro/alexandru-philippide-in-nemiloasa-devenire-poezie-id-25998/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Incomunicabilul ~ din volumul: Monolog în Babilon”, 1967,https://poetii-nostri.ro/alexandru-philippide-incomunicabilul-poezie-id-25974/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,La marginea de noapte a vieţii ~ din volumul: Visuri în vuietul vremii (1939),https://poetii-nostri.ro/alexandru-philippide-la-marginea-de-noapte-a-vietii-poezie-id-25991/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Lied ~ din volumul: Aur sterp (1922),https://poetii-nostri.ro/alexandru-philippide-lied-poezie-id-25978/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,M-atârn de tine, Poezie ~ din volumul: Visuri în vuietul vremii (1939),https://poetii-nostri.ro/alexandru-philippide-m-atarn-de-tine-poezie-poezie-id-25980/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Mărturisire ~ din volumul: Visuri în vuietul vremii (1939,https://poetii-nostri.ro/alexandru-philippide-marturisire-poezie-id-26007/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Miraj ~ din volumul: Visuri în vuietul vremii (1939),https://poetii-nostri.ro/alexandru-philippide-miraj-poezie-id-25992/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Niște stânci ~ din volumul: Monolog în Babilon”, 1967,https://poetii-nostri.ro/alexandru-philippide-niste-stanci-poezie-id-26000/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,O, Câte Lucruri ~ din volumul: Monolog în Babilon”, 1967,https://poetii-nostri.ro/alexandru-philippide-o-cate-lucruri-poezie-id-25993/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Omagiu unei umbre ~ din volumul: Vis și căutare,https://poetii-nostri.ro/alexandru-philippide-omagiu-unei-umbre-poezie-id-26005/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Pastel pustiu ~ din volumul: (Linişte desăvârşită. Drumul adoarme. Steaua se stinge. Mesteacănul plânge.),https://poetii-nostri.ro/alexandru-philippide-pastel-pustiu-poezie-id-25981/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Pe un papirus ~ din volumul: Monolog în Babilon”, 1967,https://poetii-nostri.ro/alexandru-philippide-pe-un-papirus-poezie-id-25994/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Peste câte mii de ani ~ din volumul: Visuri în vuietul vremii (1939),https://poetii-nostri.ro/alexandru-philippide-peste-cate-mii-de-ani-poezie-id-25982/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Prin niște locuri rele (fragmente) ~ din volumul: Monolog în Babilon (1967),https://poetii-nostri.ro/alexandru-philippide-prin-niste-locuri-rele-fragmente-poezie-id-25979/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Priveşti cum zboară norii ~ din volumul: Visuri în vuietul vremii (1939),https://poetii-nostri.ro/alexandru-philippide-privesti-cum-zboara-norii-poezie-id-25983/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Proclamaţie ~ din volumul: Stânci fulgerate (1930),https://poetii-nostri.ro/alexandru-philippide-proclamatie-poezie-id-25984/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Răzvrătire ~ din volumul: "Monolog în Babilon ",1967,https://poetii-nostri.ro/alexandru-philippide-razvratire-poezie-id-25985/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Romanţă ~ din volumul: Aur sterp (1922),https://poetii-nostri.ro/alexandru-philippide-romanta-poezie-id-25986/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Schiță pentru un autoportret ~ din volumul: Stânci fulgerate (1930),https://poetii-nostri.ro/alexandru-philippide-schita-pentru-un-autoportret-poezie-id-25987/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Seară cu fulgere ~ din volumul: Visuri în vuietul vremii (1939),https://poetii-nostri.ro/alexandru-philippide-seara-cu-fulgere-poezie-id-25995/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Seninătate ~ din volumul: Aur sterp (1922),https://poetii-nostri.ro/alexandru-philippide-seninatate-poezie-id-26003/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Suntem făcuți mai mult din noapte ~ din volumul: Visuri în vuietul vremii (1939),https://poetii-nostri.ro/alexandru-philippide-suntem-facuti-mai-mult-din-noapte-poezie-id-25988/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Umblă noaptea ~ din volumul: Monolog în Babilon”, 1967,https://poetii-nostri.ro/alexandru-philippide-umbla-noaptea-poezie-id-25999/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Vis şi Căutare ~ din volumul: „Vis şi căutare”, 1979,https://poetii-nostri.ro/alexandru-philippide-vis-si-cautare-poezie-id-25996/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Voci ale vechilor poeți ~ din volumul: Monolog în Babilon”, 1967,https://poetii-nostri.ro/alexandru-philippide-voci-ale-vechilor-poeti-poezie-id-26008/
Alexandru Philippide,https://poetii-nostri.ro/alexandru-philippide-autor-345/,Vox In Deserto ~ din volumul: „Vis şi căutare”, 1979,https://poetii-nostri.ro/alexandru-philippide-vox-in-deserto-poezie-id-25997/nume,pagina poetului,titlul poeziei,pagina poeziei
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,A mea ai fost,https://poetii-nostri.ro/alexandru-t.-stamatiad-a-mea-ai-fost-poezie-id-47301/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Apus de toamnă,https://poetii-nostri.ro/alexandru-t.-stamatiad-apus-de-toamna-poezie-id-47302/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Crinul ~ din volumul: Din trâmbițe de aur (1910),https://poetii-nostri.ro/alexandru-t.-stamatiad-crinul-poezie-id-47296/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,În noapte,https://poetii-nostri.ro/alexandru-t.-stamatiad-in-noapte-poezie-id-47303/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Iubirea noastră moare,https://poetii-nostri.ro/alexandru-t.-stamatiad-iubirea-noastra-moare-poezie-id-47304/
Alexandru T. Stamatiad,https://poetii-nostri.ro/alexandru-t.-stamatiad-autor-556/,Melancolie,https://poetii-nostri.ro/alexandru-t.-stamatiad-melancolie-poezie-id-47305/
